Song,Artist,Date,Streams,Rank
Bad Habits,Ed Sheeran,2021-12-05,"1,884",23
Driving Home for Christmas - 2019 Remaster,Chris Rea,2021-12-05,"1,805",24
Do It To It,"ACRAZE, Cherish",2021-12-05,"1,736",25
Snowman,Sia,2021-12-05,"1,728",26
Mistletoe,Justin Bieber,2021-12-05,"1,684",27
love nwantiti (ah ah ah),CKay,2021-12-05,"1,676",28
Where Are You Now,"Lost Frequencies, Calum Scott",2021-12-05,"1,643",29
White Christmas,"Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra",2021-12-05,"1,576",30
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,2021-12-05,"1,529",31
Do They Know It's Christmas? - 1984 Version,Band Aid,2021-12-05,"1,500",32
Woman,Doja Cat,2021-12-05,"1,461",33
VVS,Ninho,2021-12-05,"1,413",34
Happy Xmas (War Is Over) - Remastered 2010,"John Lennon, Yoko Ono",2021-12-05,"1,407",35
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,2021-12-05,"1,373",36
Step Into Christmas,Elton John,2021-12-05,"1,372",37
Merry Christmas Everyone,Shakin' Stevens,2021-12-05,"1,295",38
Merry Christmas,"Ed Sheeran, Elton John",2021-12-05,"1,279",39
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters",2021-12-05,"1,275",40
Santa Claus Is Coming to Town,Michael Bublé,2021-12-05,"1,262",41
A Holly Jolly Christmas - Single Version,Burl Ives,2021-12-05,"1,164",42
SUVs,Luciano,2021-12-05,"1,134",43
The Christmas Song (Merry Christmas To You),Nat King Cole,2021-12-05,"1,112",44
Vérité,Ninho,2021-12-05,"1,110",45
No Life,Ninho,2021-12-05,"1,069",46
Beggin',Måneskin,2021-12-05,"1,062",47
Santa Baby,Kylie Minogue,2021-12-05,"1,056",48
Sky Priority,Ninho,2021-12-05,"1,028",49
My Universe,"Coldplay, BTS",2021-12-05,"1,027",50
Arme de poing,Ninho,2021-12-05,"1,021",51
MONTERO (Call Me By Your Name),Lil Nas X,2021-12-05,"1,016",52
Christmas (Baby Please Come Home),Darlene Love,2021-12-05,"1,005",53
OG,Ninho,2021-12-05,"1,002",54
All I Want for Christmas Is You,Mariah Carey,2021-12-06,"3,090",1
Jefe,Ninho,2021-12-06,"2,885",2
Easy On Me,Adele,2021-12-06,"2,856",3
Last Christmas,Wham!,2021-12-06,"2,756",4
Heat Waves,Glass Animals,2021-12-06,"2,734",5
STAY (with Justin Bieber),The Kid LAROI,2021-12-06,"2,615",6
Shivers,Ed Sheeran,2021-12-06,"2,562",7
abcdefu,GAYLE,2021-12-06,"2,503",8
Pepas,Farruko,2021-12-06,"2,476",9
Cold Heart - PNAU Remix,"Elton John, Dua Lipa",2021-12-06,"2,408",10
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021-12-06,"2,292",11
It's Beginning to Look a Lot like Christmas,Michael Bublé,2021-12-06,"2,062",12
Jingle Bell Rock,Bobby Helms,2021-12-06,"2,054",13
Bad Habits,Ed Sheeran,2021-12-06,"2,018",14
Do It To It,"ACRAZE, Cherish",2021-12-06,"2,013",15
love nwantiti (ah ah ah),CKay,2021-12-06,"1,999",16
Where Are You Now,"Lost Frequencies, Calum Scott",2021-12-06,"1,934",17
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,2021-12-06,"1,853",18
VVS,Ninho,2021-12-06,"1,847",19
Rockin' Around The Christmas Tree,Brenda Lee,2021-12-06,"1,803",20
Santa Tell Me,Ariana Grande,2021-12-06,"1,778",21
It's the Most Wonderful Time of the Year,Andy Williams,2021-12-06,"1,637",22
Woman,Doja Cat,2021-12-06,"1,600",23
Feliz Navidad,José Feliciano,2021-12-06,"1,513",24
Vérité,Ninho,2021-12-06,"1,511",25
No Life,Ninho,2021-12-06,"1,497",26
Arme de poing,Ninho,2021-12-06,"1,480",27
Underneath the Tree,Kelly Clarkson,2021-12-06,"1,373",28
SUVs,Luciano,2021-12-06,"1,372",29
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,2021-12-06,"1,369",30
Snowman,Sia,2021-12-06,"1,366",31
Sleigh Ride,The Ronettes,2021-12-06,"1,297",32
Sky Priority,Ninho,2021-12-06,"1,286",33
Bruxelles je t’aime,Angèle,2021-12-06,"1,271",34
OG,Ninho,2021-12-06,"1,269",35
Démons,"Angèle, Damso",2021-12-06,"1,259",36
Holly Jolly Christmas,Michael Bublé,2021-12-06,"1,255",37
My Universe,"Coldplay, BTS",2021-12-06,"1,241",38
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,2021-12-06,"1,235",39
Intro,Ninho,2021-12-06,"1,210",40
Driving Home for Christmas - 2019 Remaster,Chris Rea,2021-12-06,"1,208",41
Mistletoe,Justin Bieber,2021-12-06,"1,176",42
Beggin',Måneskin,2021-12-06,"1,174",43
D O D O,Tayc,2021-12-06,"1,145",44
Merry Christmas,"Ed Sheeran, Elton John",2021-12-06,"1,138",45
good 4 u,Olivia Rodrigo,2021-12-06,"1,118",46
Moth To A Flame (with The Weeknd),Swedish House Mafia,2021-12-06,"1,118",47
La kiffance,Naps,2021-12-06,"1,116",48
Infinity,Jaymes Young,2021-12-06,"1,113",49
THATS WHAT I WANT,Lil Nas X,2021-12-06,"1,093",50
La maison que je voulais,Ninho,2021-12-06,"1,085",51
MONTERO (Call Me By Your Name),Lil Nas X,2021-12-06,"1,083",52
Aïcha,Ninho,2021-12-06,"1,082",53
MAUVAIS 2X (feat. Ninho),Gazo,2021-12-06,"1,059",54
RER D,Ninho,2021-12-06,"1,050",55
Oh My God,Adele,2021-12-06,"1,029",56
Athéna,Ninho,2021-12-06,"1,026",57
Mood,Ninho,2021-12-06,"1,017",58
Acapulco,Jason Derulo,2021-12-06,"1,007",59
Heat Waves,Glass Animals,2021-12-07,"2,842",1
Easy On Me,Adele,2021-12-07,"2,784",2
Jefe,Ninho,2021-12-07,"2,717",3
STAY (with Justin Bieber),The Kid LAROI,2021-12-07,"2,485",4
Shivers,Ed Sheeran,2021-12-07,"2,463",5
abcdefu,GAYLE,2021-12-07,"2,458",6
All I Want for Christmas Is You,Mariah Carey,2021-12-07,"2,406",7
Pepas,Farruko,2021-12-07,"2,379",8
Cold Heart - PNAU Remix,"Elton John, Dua Lipa",2021-12-07,"2,320",9
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021-12-07,"2,241",10
Last Christmas,Wham!,2021-12-07,"2,161",11
Do It To It,"ACRAZE, Cherish",2021-12-07,"1,970",12
Bad Habits,Ed Sheeran,2021-12-07,"1,951",13
Where Are You Now,"Lost Frequencies, Calum Scott",2021-12-07,"1,933",14
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,2021-12-07,"1,841",15
love nwantiti (ah ah ah),CKay,2021-12-07,"1,788",16
VVS,Ninho,2021-12-07,"1,677",17
It's Beginning to Look a Lot like Christmas,Michael Bublé,2021-12-07,"1,646",18
Woman,Doja Cat,2021-12-07,"1,627",19
Jingle Bell Rock,Bobby Helms,2021-12-07,"1,562",20
Rockin' Around The Christmas Tree,Brenda Lee,2021-12-07,"1,497",21
Vérité,Ninho,2021-12-07,"1,358",22
It's the Most Wonderful Time of the Year,Andy Williams,2021-12-07,"1,312",23
Santa Tell Me,Ariana Grande,2021-12-07,"1,299",24
No Life,Ninho,2021-12-07,"1,287",25
Moth To A Flame (with The Weeknd),Swedish House Mafia,2021-12-07,"1,271",26
Arme de poing,Ninho,2021-12-07,"1,253",27
My Universe,"Coldplay, BTS",2021-12-07,"1,219",28
SUVs,Luciano,2021-12-07,"1,216",29
Beggin',Måneskin,2021-12-07,"1,206",30
Sky Priority,Ninho,2021-12-07,"1,179",31
Infinity,Jaymes Young,2021-12-07,"1,174",32
Feliz Navidad,José Feliciano,2021-12-07,"1,166",33
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,2021-12-07,"1,160",34
Snowman,Sia,2021-12-07,"1,151",35
MONTERO (Call Me By Your Name),Lil Nas X,2021-12-07,"1,142",36
Démons,"Angèle, Damso",2021-12-07,"1,118",37
Underneath the Tree,Kelly Clarkson,2021-12-07,"1,116",38
Merry Christmas,"Ed Sheeran, Elton John",2021-12-07,"1,110",39
good 4 u,Olivia Rodrigo,2021-12-07,"1,085",40
THATS WHAT I WANT,Lil Nas X,2021-12-07,"1,077",41
Bruxelles je t’aime,Angèle,2021-12-07,"1,068",42
MAUVAIS 2X (feat. Ninho),Gazo,2021-12-07,"1,062",43
Oh My God,Adele,2021-12-07,"1,056",44
Holly Jolly Christmas,Michael Bublé,2021-12-07,"1,054",45
La kiffance,Naps,2021-12-07,"1,050",46
Sleigh Ride,The Ronettes,2021-12-07,"1,045",47
Intro,Ninho,2021-12-07,"1,045",48
Acapulco,Jason Derulo,2021-12-07,"1,044",49
OG,Ninho,2021-12-07,"1,042",50
Driving Home for Christmas - 2019 Remaster,Chris Rea,2021-12-07,"1,039",51
D O D O,Tayc,2021-12-07,"1,021",52
Easy On Me,Adele,2021-12-08,"2,864",1
abcdefu,GAYLE,2021-12-08,"2,727",2
Heat Waves,Glass Animals,2021-12-08,"2,716",3
STAY (with Justin Bieber),The Kid LAROI,2021-12-08,"2,645",4
Jefe,Ninho,2021-12-08,"2,581",5
All I Want for Christmas Is You,Mariah Carey,2021-12-08,"2,552",6
Pepas,Farruko,2021-12-08,"2,543",7
Cold Heart - PNAU Remix,"Elton John, Dua Lipa",2021-12-08,"2,482",8
Shivers,Ed Sheeran,2021-12-08,"2,474",9
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021-12-08,"2,424",10
Last Christmas,Wham!,2021-12-08,"2,201",11
Do It To It,"ACRAZE, Cherish",2021-12-08,"2,085",12
Bad Habits,Ed Sheeran,2021-12-08,"2,038",13
Where Are You Now,"Lost Frequencies, Calum Scott",2021-12-08,"1,942",14
love nwantiti (ah ah ah),CKay,2021-12-08,"1,922",15
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,2021-12-08,"1,899",16
It's Beginning to Look a Lot like Christmas,Michael Bublé,2021-12-08,"1,688",17
Woman,Doja Cat,2021-12-08,"1,669",18
VVS,Ninho,2021-12-08,"1,640",19
Jingle Bell Rock,Bobby Helms,2021-12-08,"1,589",20
Rockin' Around The Christmas Tree,Brenda Lee,2021-12-08,"1,561",21
Santa Tell Me,Ariana Grande,2021-12-08,"1,435",22
Vérité,Ninho,2021-12-08,"1,335",23
It's the Most Wonderful Time of the Year,Andy Williams,2021-12-08,"1,316",24
My Universe,"Coldplay, BTS",2021-12-08,"1,251",25
Moth To A Flame (with The Weeknd),Swedish House Mafia,2021-12-08,"1,226",26
Feliz Navidad,José Feliciano,2021-12-08,"1,223",27
No Life,Ninho,2021-12-08,"1,205",28
Infinity,Jaymes Young,2021-12-08,"1,204",29
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,2021-12-08,"1,203",30
Arme de poing,Ninho,2021-12-08,"1,202",31
MONTERO (Call Me By Your Name),Lil Nas X,2021-12-08,"1,200",32
Beggin',Måneskin,2021-12-08,"1,183",33
good 4 u,Olivia Rodrigo,2021-12-08,"1,171",34
Snowman,Sia,2021-12-08,"1,157",35
THATS WHAT I WANT,Lil Nas X,2021-12-08,"1,152",36
SUVs,Luciano,2021-12-08,"1,146",37
Démons,"Angèle, Damso",2021-12-08,"1,125",38
La kiffance,Naps,2021-12-08,"1,117",39
Acapulco,Jason Derulo,2021-12-08,"1,112",40
MAUVAIS 2X (feat. Ninho),Gazo,2021-12-08,"1,107",41
Holly Jolly Christmas,Michael Bublé,2021-12-08,"1,106",42
Underneath the Tree,Kelly Clarkson,2021-12-08,"1,096",43
D O D O,Tayc,2021-12-08,"1,079",44
Oh My God,Adele,2021-12-08,"1,066",45
Sky Priority,Ninho,2021-12-08,"1,060",46
Bruxelles je t’aime,Angèle,2021-12-08,"1,031",47
Mistletoe,Justin Bieber,2021-12-08,"1,016",48
Sleigh Ride,The Ronettes,2021-12-08,"1,016",49
All I Want for Christmas Is You,Mariah Carey,2021-12-09,"2,893",1
Easy On Me,Adele,2021-12-09,"2,886",2
abcdefu,GAYLE,2021-12-09,"2,818",3
Heat Waves,Glass Animals,2021-12-09,"2,806",4
STAY (with Justin Bieber),The Kid LAROI,2021-12-09,"2,710",5
Jefe,Ninho,2021-12-09,"2,627",6
Pepas,Farruko,2021-12-09,"2,592",7
Shivers,Ed Sheeran,2021-12-09,"2,514",8
Cold Heart - PNAU Remix,"Elton John, Dua Lipa",2021-12-09,"2,478",9
Last Christmas,Wham!,2021-12-09,"2,464",10
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021-12-09,"2,388",11
Bad Habits,Ed Sheeran,2021-12-09,"2,151",12
Do It To It,"ACRAZE, Cherish",2021-12-09,"2,088",13
love nwantiti (ah ah ah),CKay,2021-12-09,"2,011",14
It's Beginning to Look a Lot like Christmas,Michael Bublé,2021-12-09,"1,961",15
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,2021-12-09,"1,880",16
Where Are You Now,"Lost Frequencies, Calum Scott",2021-12-09,"1,846",17
Jingle Bell Rock,Bobby Helms,2021-12-09,"1,823",18
Rockin' Around The Christmas Tree,Brenda Lee,2021-12-09,"1,821",19
Woman,Doja Cat,2021-12-09,"1,784",20
Santa Tell Me,Ariana Grande,2021-12-09,"1,663",21
VVS,Ninho,2021-12-09,"1,602",22
It's the Most Wonderful Time of the Year,Andy Williams,2021-12-09,"1,517",23
Snowman,Sia,2021-12-09,"1,498",24
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,2021-12-09,"1,394",25
My Universe,"Coldplay, BTS",2021-12-09,"1,354",26
D O D O,Tayc,2021-12-09,"1,341",27
Feliz Navidad,José Feliciano,2021-12-09,"1,308",28
good 4 u,Olivia Rodrigo,2021-12-09,"1,293",29
Underneath the Tree,Kelly Clarkson,2021-12-09,"1,287",30
Vérité,Ninho,2021-12-09,"1,250",31
Beggin',Måneskin,2021-12-09,"1,243",32
Moth To A Flame (with The Weeknd),Swedish House Mafia,2021-12-09,"1,234",33
Sleigh Ride,The Ronettes,2021-12-09,"1,214",34
MONTERO (Call Me By Your Name),Lil Nas X,2021-12-09,"1,204",35
Holly Jolly Christmas,Michael Bublé,2021-12-09,"1,198",36
Infinity,Jaymes Young,2021-12-09,"1,162",37
La kiffance,Naps,2021-12-09,"1,152",38
Démons,"Angèle, Damso",2021-12-09,"1,149",39
Mistletoe,Justin Bieber,2021-12-09,"1,142",40
Driving Home for Christmas - 2019 Remaster,Chris Rea,2021-12-09,"1,139",41
THATS WHAT I WANT,Lil Nas X,2021-12-09,"1,135",42
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,2021-12-09,"1,114",43
Arme de poing,Ninho,2021-12-09,"1,113",44
No Life,Ninho,2021-12-09,"1,092",45
Oh My God,Adele,2021-12-09,"1,089",46
Bruxelles je t’aime,Angèle,2021-12-09,"1,076",47
MAUVAIS 2X (feat. Ninho),Gazo,2021-12-09,"1,072",48
Acapulco,Jason Derulo,2021-12-09,"1,064",49
Merry Christmas,"Ed Sheeran, Elton John",2021-12-09,"1,061",50
SUVs,Luciano,2021-12-09,"1,038",51
Sky Priority,Ninho,2021-12-09,"1,014",52
All I Want for Christmas Is You,Mariah Carey,2021-12-10,"4,286",1
Last Christmas,Wham!,2021-12-10,"3,808",2
Easy On Me,Adele,2021-12-10,"3,058",3
It's Beginning to Look a Lot like Christmas,Michael Bublé,2021-12-10,"3,049",4
abcdefu,GAYLE,2021-12-10,"3,042",5
Heat Waves,Glass Animals,2021-12-10,"2,945",6
Pepas,Farruko,2021-12-10,"2,905",7
STAY (with Justin Bieber),The Kid LAROI,2021-12-10,"2,892",8
Cold Heart - PNAU Remix,"Elton John, Dua Lipa",2021-12-10,"2,828",9
Jingle Bell Rock,Bobby Helms,2021-12-10,"2,768",10
Rockin' Around The Christmas Tree,Brenda Lee,2021-12-10,"2,749",11
Jefe,Ninho,2021-12-10,"2,666",12
Shivers,Ed Sheeran,2021-12-10,"2,637",13
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021-12-10,"2,494",14
Do It To It,"ACRAZE, Cherish",2021-12-10,"2,431",15
Santa Tell Me,Ariana Grande,2021-12-10,"2,413",16
It's the Most Wonderful Time of the Year,Andy Williams,2021-12-10,"2,367",17
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,2021-12-10,"2,339",18
love nwantiti (ah ah ah),CKay,2021-12-10,"2,192",19
Snowman,Sia,2021-12-10,"2,142",20
Bad Habits,Ed Sheeran,2021-12-10,"2,139",21
Where Are You Now,"Lost Frequencies, Calum Scott",2021-12-10,"2,102",22
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,2021-12-10,"2,080",23
Underneath the Tree,Kelly Clarkson,2021-12-10,"2,030",24
Holly Jolly Christmas,Michael Bublé,2021-12-10,"1,999",25
Feliz Navidad,José Feliciano,2021-12-10,"1,991",26
Sleigh Ride,The Ronettes,2021-12-10,"1,967",27
Woman,Doja Cat,2021-12-10,"1,880",28
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,2021-12-10,"1,863",29
Mistletoe,Justin Bieber,2021-12-10,"1,794",30
Wandered To LA (with Justin Bieber),Juice WRLD,2021-12-10,"1,723",31
Driving Home for Christmas - 2019 Remaster,Chris Rea,2021-12-10,"1,683",32
Merry Christmas,"Ed Sheeran, Elton John",2021-12-10,"1,636",33
Burn,Juice WRLD,2021-12-10,"1,525",34
VVS,Ninho,2021-12-10,"1,485",35
Girl Of My Dreams (with SUGA of BTS),Juice WRLD,2021-12-10,"1,454",36
D O D O,Tayc,2021-12-10,"1,396",37
My Universe,"Coldplay, BTS",2021-12-10,"1,393",38
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,2021-12-10,"1,376",39
Do They Know It's Christmas? - 1984 Version,Band Aid,2021-12-10,"1,362",40
Feline (with Polo G & Trippie Redd),Juice WRLD,2021-12-10,"1,352",41
Already Dead,Juice WRLD,2021-12-10,"1,324",42
Happy Xmas (War Is Over) - Remastered 2010,"John Lennon, Yoko Ono",2021-12-10,"1,307",43
Moth To A Flame (with The Weeknd),Swedish House Mafia,2021-12-10,"1,292",44
Infinity,Jaymes Young,2021-12-10,"1,285",45
La kiffance,Naps,2021-12-10,"1,283",46
White Christmas,"Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra",2021-12-10,"1,281",47
Step Into Christmas,Elton John,2021-12-10,"1,260",48
Démons,"Angèle, Damso",2021-12-10,"1,242",49
Beggin',Måneskin,2021-12-10,"1,236",50
MONTERO (Call Me By Your Name),Lil Nas X,2021-12-10,"1,227",51
good 4 u,Olivia Rodrigo,2021-12-10,"1,221",52
Merry Christmas Everyone,Shakin' Stevens,2021-12-10,"1,219",53
THATS WHAT I WANT,Lil Nas X,2021-12-10,"1,195",54
Rockstar In His Prime,Juice WRLD,2021-12-10,"1,194",55
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers",2021-12-10,"1,185",56
Vérité,Ninho,2021-12-10,"1,144",57
You Wouldn't Understand,Juice WRLD,2021-12-10,"1,142",58
Acapulco,Jason Derulo,2021-12-10,"1,135",59
Oh My God,Adele,2021-12-10,"1,108",60
Doom,Juice WRLD,2021-12-10,"1,105",61
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters",2021-12-10,"1,095",62
Go Hard,Juice WRLD,2021-12-10,"1,090",63
LA FAMA (with The Weeknd),ROSALÍA,2021-12-10,"1,076",64
MAUVAIS 2X (feat. Ninho),Gazo,2021-12-10,"1,063",65
SUVs,Luciano,2021-12-10,"1,060",66
Toxic,BoyWithUke,2021-12-10,"1,059",67
Bruxelles je t’aime,Angèle,2021-12-10,"1,036",68
Arme de poing,Ninho,2021-12-10,"1,035",69
No Life,Ninho,2021-12-10,"1,017",70
I Ke Harru,Eddin,2021-12-10,"1,014",71
All I Want for Christmas Is You,Mariah Carey,2021-12-11,"4,732",1
Last Christmas,Wham!,2021-12-11,"4,086",2
It's Beginning to Look a Lot like Christmas,Michael Bublé,2021-12-11,"3,285",3
Jingle Bell Rock,Bobby Helms,2021-12-11,"3,144",4
Rockin' Around The Christmas Tree,Brenda Lee,2021-12-11,"3,136",5
Pepas,Farruko,2021-12-11,"3,080",6
Easy On Me,Adele,2021-12-11,"2,850",7
abcdefu,GAYLE,2021-12-11,"2,838",8
Cold Heart - PNAU Remix,"Elton John, Dua Lipa",2021-12-11,"2,781",9
It's the Most Wonderful Time of the Year,Andy Williams,2021-12-11,"2,773",10
Heat Waves,Glass Animals,2021-12-11,"2,758",11
Shivers,Ed Sheeran,2021-12-11,"2,746",12
STAY (with Justin Bieber),The Kid LAROI,2021-12-11,"2,726",13
Santa Tell Me,Ariana Grande,2021-12-11,"2,670",14
Feliz Navidad,José Feliciano,2021-12-11,"2,517",15
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021-12-11,"2,465",16
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,2021-12-11,"2,404",17
Jefe,Ninho,2021-12-11,"2,361",18
Snowman,Sia,2021-12-11,"2,336",19
Do It To It,"ACRAZE, Cherish",2021-12-11,"2,328",20
Sleigh Ride,The Ronettes,2021-12-11,"2,259",21
Bad Habits,Ed Sheeran,2021-12-11,"2,259",22
Holly Jolly Christmas,Michael Bublé,2021-12-11,"2,251",23
Underneath the Tree,Kelly Clarkson,2021-12-11,"2,192",24
love nwantiti (ah ah ah),CKay,2021-12-11,"2,173",25
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,2021-12-11,"2,109",26
Where Are You Now,"Lost Frequencies, Calum Scott",2021-12-11,"2,036",27
Mistletoe,Justin Bieber,2021-12-11,"2,026",28
Driving Home for Christmas - 2019 Remaster,Chris Rea,2021-12-11,"2,014",29
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,2021-12-11,"1,905",30
Woman,Doja Cat,2021-12-11,"1,827",31
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,2021-12-11,"1,700",32
Merry Christmas,"Ed Sheeran, Elton John",2021-12-11,"1,690",33
Happy Xmas (War Is Over) - Remastered 2010,"John Lennon, Yoko Ono",2021-12-11,"1,647",34
Do They Know It's Christmas? - 1984 Version,Band Aid,2021-12-11,"1,622",35
Merry Christmas Everyone,Shakin' Stevens,2021-12-11,"1,471",36
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters",2021-12-11,"1,447",37
My Universe,"Coldplay, BTS",2021-12-11,"1,415",38
VVS,Ninho,2021-12-11,"1,385",39
D O D O,Tayc,2021-12-11,"1,368",40
Beggin',Måneskin,2021-12-11,"1,311",41
White Christmas,"Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra",2021-12-11,"1,301",42
A Holly Jolly Christmas - Single Version,Burl Ives,2021-12-11,"1,291",43
good 4 u,Olivia Rodrigo,2021-12-11,"1,271",44
Wandered To LA (with Justin Bieber),Juice WRLD,2021-12-11,"1,234",45
La kiffance,Naps,2021-12-11,"1,230",46
The Christmas Song (Merry Christmas To You),Nat King Cole,2021-12-11,"1,207",47
MONTERO (Call Me By Your Name),Lil Nas X,2021-12-11,"1,203",48
Moth To A Flame (with The Weeknd),Swedish House Mafia,2021-12-11,"1,200",49
Infinity,Jaymes Young,2021-12-11,"1,161",50
THATS WHAT I WANT,Lil Nas X,2021-12-11,"1,156",51
Thank God It's Christmas - Non-Album Single,Queen,2021-12-11,"1,142",52
Santa Claus Is Coming to Town,Michael Bublé,2021-12-11,"1,114",53
Christmas (Baby Please Come Home),Mariah Carey,2021-12-11,"1,095",54
Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,2021-12-11,"1,093",55
Acapulco,Jason Derulo,2021-12-11,"1,093",56
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers",2021-12-11,"1,051",57
Have Yourself A Merry Little Christmas,Sam Smith,2021-12-11,"1,047",58
Santa Baby,Kylie Minogue,2021-12-11,"1,033",59
Girl Of My Dreams (with SUGA of BTS),Juice WRLD,2021-12-11,"1,022",60
Démons,"Angèle, Damso",2021-12-11,"1,004",61
All I Want for Christmas Is You,Mariah Carey,2021-12-12,"3,975",1
Last Christmas,Wham!,2021-12-12,"3,635",2
It's Beginning to Look a Lot like Christmas,Michael Bublé,2021-12-12,"3,005",3
Jingle Bell Rock,Bobby Helms,2021-12-12,"2,860",4
Rockin' Around The Christmas Tree,Brenda Lee,2021-12-12,"2,841",5
It's the Most Wonderful Time of the Year,Andy Williams,2021-12-12,"2,481",6
